id,species,category,scientific_name,lifespan,region,class,status,fun_fact,pop_color,prompt
X042,Playground,Activities,Not applicable,Not applicable,Cincinnati Zoo / card-specific,Not applicable,Not applicable,An informational card about Playground,Warm gold,"Create a Playground zoo trading card.

SUBJECT: Playground (Not applicable)
CARD ID: X042
CATEGORY: Activities

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Playground fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Appropriate atmospheric background habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Puzzle piece stamp (no circle). Scientific name in italic serif. Stats line: Not applicable | Cincinnati Zoo / card-specific | Not applicable | Not applicable. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""X042"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Wood or metal
- Frame color: Warm gold
- Fun fact text: ""An informational card about Playground""
- Stats line: Not applicable | Cincinnati Zoo / card-specific | Not applicable | Not applicable
- Scientific name: Not applicable"
INFO001,How To Use,Information,Not applicable,Not applicable,Cincinnati Zoo / card-specific,Not applicable,Not applicable,An informational card about How To Use,Warm gold,"Create a How To Use zoo trading card.

SUBJECT: How To Use (Not applicable)
CARD ID: INFO001
CATEGORY: Information

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The How To Use fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Appropriate atmospheric background habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Magnifying glass stamp (no circle). Scientific name in italic serif. Stats line: Not applicable | Cincinnati Zoo / card-specific | Not applicable | Not applicable. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""INFO001"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Wood or metal
- Frame color: Warm gold
- Fun fact text: ""An informational card about How To Use""
- Stats line: Not applicable | Cincinnati Zoo / card-specific | Not applicable | Not applicable
- Scientific name: Not applicable"
INFO002,Conservation Status,Information,Not applicable,Not applicable,Cincinnati Zoo / card-specific,Not applicable,Not applicable,An informational card about Conservation Status,Warm gold,"Create a Conservation Status zoo trading card.

SUBJECT: Conservation Status (Not applicable)
CARD ID: INFO002
CATEGORY: Information

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Conservation Status fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Appropriate atmospheric background habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Magnifying glass stamp (no circle). Scientific name in italic serif. Stats line: Not applicable | Cincinnati Zoo / card-specific | Not applicable | Not applicable. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""INFO002"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Wood or metal
- Frame color: Warm gold
- Fun fact text: ""An informational card about Conservation Status""
- Stats line: Not applicable | Cincinnati Zoo / card-specific | Not applicable | Not applicable
- Scientific name: Not applicable"
INFO003,Habitat Types,Information,Not applicable,Not applicable,Cincinnati Zoo / card-specific,Not applicable,Not applicable,An informational card about Habitat Types,Warm gold,"Create a Habitat Types zoo trading card.

SUBJECT: Habitat Types (Not applicable)
CARD ID: INFO003
CATEGORY: Information

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Habitat Types fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Appropriate atmospheric background habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Magnifying glass stamp (no circle). Scientific name in italic serif. Stats line: Not applicable | Cincinnati Zoo / card-specific | Not applicable | Not applicable. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""INFO003"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Wood or metal
- Frame color: Warm gold
- Fun fact text: ""An informational card about Habitat Types""
- Stats line: Not applicable | Cincinnati Zoo / card-specific | Not applicable | Not applicable
- Scientific name: Not applicable"
INFO004,Classification,Information,Not applicable,Not applicable,Cincinnati Zoo / card-specific,Not applicable,Not applicable,An informational card about Classification,Warm gold,"Create a Classification zoo trading card.

SUBJECT: Classification (Not applicable)
CARD ID: INFO004
CATEGORY: Information

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Classification fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Appropriate atmospheric background habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Magnifying glass stamp (no circle). Scientific name in italic serif. Stats line: Not applicable | Cincinnati Zoo / card-specific | Not applicable | Not applicable. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""INFO004"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Wood or metal
- Frame color: Warm gold
- Fun fact text: ""An informational card about Classification""
- Stats line: Not applicable | Cincinnati Zoo / card-specific | Not applicable | Not applicable
- Scientific name: Not applicable"
INFO005,Zoo Map,Information,Not applicable,Not applicable,Cincinnati Zoo / card-specific,Not applicable,Not applicable,An informational card about Zoo Map,Warm gold,"Create a Zoo Map zoo trading card.

SUBJECT: Zoo Map (Not applicable)
CARD ID: INFO005
CATEGORY: Information

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Zoo Map fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Appropriate atmospheric background habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Magnifying glass stamp (no circle). Scientific name in italic serif. Stats line: Not applicable | Cincinnati Zoo / card-specific | Not applicable | Not applicable. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""INFO005"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Wood or metal
- Frame color: Warm gold
- Fun fact text: ""An informational card about Zoo Map""
- Stats line: Not applicable | Cincinnati Zoo / card-specific | Not applicable | Not applicable
- Scientific name: Not applicable"
INFO006,Endangered Species,Information,Not applicable,Not applicable,Cincinnati Zoo / card-specific,Not applicable,Not applicable,An informational card about Endangered Species,Warm gold,"Create a Endangered Species zoo trading card.

SUBJECT: Endangered Species (Not applicable)
CARD ID: INFO006
CATEGORY: Information

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Endangered Species fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Appropriate atmospheric background habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Magnifying glass stamp (no circle). Scientific name in italic serif. Stats line: Not applicable | Cincinnati Zoo / card-specific | Not applicable | Not applicable. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""INFO006"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Wood or metal
- Frame color: Warm gold
- Fun fact text: ""An informational card about Endangered Species""
- Stats line: Not applicable | Cincinnati Zoo / card-specific | Not applicable | Not applicable
- Scientific name: Not applicable"
INFO007,Zoo Timeline,Information,Not applicable,Not applicable,Cincinnati Zoo / card-specific,Not applicable,Not applicable,An informational card about Zoo Timeline,Warm gold,"Create a Zoo Timeline zoo trading card.

SUBJECT: Zoo Timeline (Not applicable)
CARD ID: INFO007
CATEGORY: Information

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Zoo Timeline fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Appropriate atmospheric background habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Magnifying glass stamp (no circle). Scientific name in italic serif. Stats line: Not applicable | Cincinnati Zoo / card-specific | Not applicable | Not applicable. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""INFO007"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Wood or metal
- Frame color: Warm gold
- Fun fact text: ""An informational card about Zoo Timeline""
- Stats line: Not applicable | Cincinnati Zoo / card-specific | Not applicable | Not applicable
- Scientific name: Not applicable"
INFO008,Botanical Seasons,Information,Not applicable,Not applicable,Cincinnati Zoo / card-specific,Not applicable,Not applicable,An informational card about Botanical Seasons,Warm gold,"Create a Botanical Seasons zoo trading card.

SUBJECT: Botanical Seasons (Not applicable)
CARD ID: INFO008
CATEGORY: Information

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Botanical Seasons fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Appropriate atmospheric background habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Magnifying glass stamp (no circle). Scientific name in italic serif. Stats line: Not applicable | Cincinnati Zoo / card-specific | Not applicable | Not applicable. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""INFO008"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Wood or metal
- Frame color: Warm gold
- Fun fact text: ""An informational card about Botanical Seasons""
- Stats line: Not applicable | Cincinnati Zoo / card-specific | Not applicable | Not applicable
- Scientific name: Not applicable"
INFO009,Animal Senses,Information,Not applicable,Not applicable,Cincinnati Zoo / card-specific,Not applicable,Not applicable,An informational card about Animal Senses,Warm gold,"Create a Animal Senses zoo trading card.

SUBJECT: Animal Senses (Not applicable)
CARD ID: INFO009
CATEGORY: Information

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Animal Senses fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Appropriate atmospheric background habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Magnifying glass stamp (no circle). Scientific name in italic serif. Stats line: Not applicable | Cincinnati Zoo / card-specific | Not applicable | Not applicable. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""INFO009"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Wood or metal
- Frame color: Warm gold
- Fun fact text: ""An informational card about Animal Senses""
- Stats line: Not applicable | Cincinnati Zoo / card-specific | Not applicable | Not applicable
- Scientific name: Not applicable"
INFO010,Food Webs,Information,Not applicable,Not applicable,Cincinnati Zoo / card-specific,Not applicable,Not applicable,An informational card about Food Webs,Warm gold,"Create a Food Webs zoo trading card.

SUBJECT: Food Webs (Not applicable)
CARD ID: INFO010
CATEGORY: Information

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Food Webs fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Appropriate atmospheric background habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Magnifying glass stamp (no circle). Scientific name in italic serif. Stats line: Not applicable | Cincinnati Zoo / card-specific | Not applicable | Not applicable. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""INFO010"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Wood or metal
- Frame color: Warm gold
- Fun fact text: ""An informational card about Food Webs""
- Stats line: Not applicable | Cincinnati Zoo / card-specific | Not applicable | Not applicable
- Scientific name: Not applicable"
X001,How To Play,Information,Not applicable,Not applicable,Cincinnati Zoo / card-specific,Not applicable,Not applicable,An informational card about How To Play,Warm gold,"Create a How To Play zoo trading card.

SUBJECT: How To Play (Not applicable)
CARD ID: X001
CATEGORY: Information

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The How To Play fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Appropriate atmospheric background habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Magnifying glass stamp (no circle). Scientific name in italic serif. Stats line: Not applicable | Cincinnati Zoo / card-specific | Not applicable | Not applicable. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""X001"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Wood or metal
- Frame color: Warm gold
- Fun fact text: ""An informational card about How To Play""
- Stats line: Not applicable | Cincinnati Zoo / card-specific | Not applicable | Not applicable
- Scientific name: Not applicable"
X002,Card Key Legend,Information,Not applicable,Not applicable,Cincinnati Zoo / card-specific,Not applicable,Not applicable,An informational card about Card Key Legend,Warm gold,"Create a Card Key Legend zoo trading card.

SUBJECT: Card Key Legend (Not applicable)
CARD ID: X002
CATEGORY: Information

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Card Key Legend fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Appropriate atmospheric background habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Magnifying glass stamp (no circle). Scientific name in italic serif. Stats line: Not applicable | Cincinnati Zoo / card-specific | Not applicable | Not applicable. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""X002"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Wood or metal
- Frame color: Warm gold
- Fun fact text: ""An informational card about Card Key Legend""
- Stats line: Not applicable | Cincinnati Zoo / card-specific | Not applicable | Not applicable
- Scientific name: Not applicable"
X003,This Deck Belongs To,Information,Not applicable,Not applicable,Cincinnati Zoo / card-specific,Not applicable,Not applicable,An informational card about This Deck Belongs To,Warm gold,"Create a This Deck Belongs To zoo trading card.

SUBJECT: This Deck Belongs To (Not applicable)
CARD ID: X003
CATEGORY: Information

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The This Deck Belongs To fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Appropriate atmospheric background habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Magnifying glass stamp (no circle). Scientific name in italic serif. Stats line: Not applicable | Cincinnati Zoo / card-specific | Not applicable | Not applicable. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""X003"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Wood or metal
- Frame color: Warm gold
- Fun fact text: ""An informational card about This Deck Belongs To""
- Stats line: Not applicable | Cincinnati Zoo / card-specific | Not applicable | Not applicable
- Scientific name: Not applicable"
X004,Conservation Status Key,Information,Not applicable,Not applicable,Cincinnati Zoo / card-specific,Not applicable,Not applicable,An informational card about Conservation Status Key,Warm gold,"Create a Conservation Status Key zoo trading card.

SUBJECT: Conservation Status Key (Not applicable)
CARD ID: X004
CATEGORY: Information

Trading card format, 2.5x3.5 inches, portrait orientation.
CARD STRUCTURE (top to bottom):
1. TITLE PLANK: Weathered natural material (wood/bark/stone/bone) matching the animal's habitat. Bold serif capitals engraved into the material. Category symbol engraved on the RIGHT side of the name — no circle, no badge. Plank hangs or rests naturally at the top, with optional twine or vine.
2. MAIN IMAGE ZONE: The Conservation Status Key fills 55-65% of the card, sharp and dominant, looking toward camera. Photorealistic, ultra-detailed fur/scales/feathers. Background is the natural Appropriate atmospheric background habitat, heavily blurred golden-hour bokeh. Real habitat elements (grasses, rocks, seed pods, branches) overlap the frame organically.
3. PARCHMENT TEXT BOX: Aged torn-edge parchment at the bottom. LEFT side: hand-sketched Magnifying glass stamp (no circle). Scientific name in italic serif. Stats line: Not applicable | Cincinnati Zoo / card-specific | Not applicable | Not applicable. Small diamond divider. Fun fact in bold + regular serif. Text box material matches title plank family.
4. FRAME: Thin multi-tone metallic frame in Warm gold running all four sides, with optional small delicate metallic botanical flourishes at corners or sides. Frame sits behind natural elements. NO thick lines, NO circles, NO holographic effects, NO white speckles.
5. FOOTER: Only the card number ""X004"" centered at the very bottom in the frame's metallic color. Small delicate leaf sprig accent on each side. Same font as the frame. No other text.
STYLE: Painterly naturalistic illustration with photorealistic animal rendering. Warm cinematic lighting. Museum quality. No humans, no cartoon elements, no scary expressions.

CARD-SPECIFIC DATA:
- Title plank material: Wood or metal
- Frame color: Warm gold
- Fun fact text: ""An informational card about Conservation Status Key""
- Stats line: Not applicable | Cincinnati Zoo / card-specific | Not applicable | Not applicable
- Scientific name: Not applicable"
